#ID        name                 Mass_0             Z_0                spin_0             SN_0               Tstart_0           Mass_1             Z_1                spin_1             SN_1               Tstart_1           a                  e                  Tend               Dtout              Seed             
45         180203380529870      77.980             0.02               0.0                delayed            zams               30.355             0.02               0.0                delayed            zams               157                0.0721             end                end            268186364889505  
46         211616031736781      108.158            0.02               0.0                delayed            zams               37.959             0.02               0.0                delayed            zams               532                0.002              end                end            993482559939636  
47         170027684276066      23.840             0.02               0.0                delayed            zams               4.775              0.02               0.0                delayed            zams               47.9               0.0438             end                end            867371921123814  
48         657984861342197      41.997             0.02               0.0                delayed            zams               19.312             0.02               0.0                delayed            zams               1.64e+04           0.122              end                end            25907659473864   
49         644761901706395      31.859             0.02               0.0                delayed            zams               16.509             0.02               0.0                delayed            zams               304                0.413              end                end            510461642407444  
50         774910676153512      108.804            0.02               0.0                delayed            zams               65.149             0.02               0.0                delayed            zams               412                0.604              end                end            63070979165916   
51         879889006151667      76.927             0.02               0.0                delayed            zams               27.042             0.02               0.0                delayed            zams               671                0.227              end                end            897490003349217  
52         533885767174787      48.300             0.02               0.0                delayed            zams               42.015             0.02               0.0                delayed            zams               43.5               0.127              end                end            377374490021894  
53         496775690271725      24.826             0.02               0.0                delayed            zams               11.157             0.02               0.0                delayed            zams               23.1               0.0301             end                end            315842919430723  
54         627584515159113      23.130             0.02               0.0                delayed            zams               14.452             0.02               0.0                delayed            zams               143                0.452              end                end            570924540800958  
55         940199229052227      65.395             0.02               0.0                delayed            zams               17.799             0.02               0.0                delayed            zams               1.57e+03           0.102              end                end            858874170737016  
56         297692169971230      30.606             0.02               0.0                delayed            zams               3.514              0.02               0.0                delayed            zams               3.88e+04           0.737              end                end            704339708594598  
57         937720572692045      30.914             0.02               0.0                delayed            zams               22.329             0.02               0.0                delayed            zams               4.69e+03           0.439              end                end            965265355801296  
58         825519173492585      69.962             0.02               0.0                delayed            zams               67.901             0.02               0.0                delayed            zams               1.42e+03           0.566              end                end            257498804413283  
59         797682922714460      29.436             0.02               0.0                delayed            zams               7.271              0.02               0.0                delayed            zams               97.2               0.243              end                end            190416129802883  
60         557697260035529      28.287             0.02               0.0                delayed            zams               18.180             0.02               0.0                delayed            zams               2.37e+04           0.678              end                end            688048010507954  
61         661213744360952      23.790             0.02               0.0                delayed            zams               6.835              0.02               0.0                delayed            zams               5.36e+04           0.393              end                end            949867181309145  
62         473877079053146      25.358             0.02               0.0                delayed            zams               24.960             0.02               0.0                delayed            zams               1.91e+04           0.154              end                end            879960031792169  
63         891949598301095      35.358             0.02               0.0                delayed            zams               19.919             0.02               0.0                delayed            zams               1.67e+04           0.47               end                end            542816507857757  
64         315928980298743      38.971             0.02               0.0                delayed            zams               30.775             0.02               0.0                delayed            zams               106                0.166              end                end            489485480735291  
65         196790534052008      48.499             0.02               0.0                delayed            zams               12.442             0.02               0.0                delayed            zams               2.83e+04           0.278              end                end            236040288791716  
66         161327161662890      96.724             0.02               0.0                delayed            zams               69.771             0.02               0.0                delayed            zams               3.05e+03           0.0678             end                end            53840505102546   
67         479891219052883      56.210             0.02               0.0                delayed            zams               30.725             0.02               0.0                delayed            zams               321                0.333              end                end            362198228406892  
68         852152011501286      26.276             0.02               0.0                delayed            zams               25.708             0.02               0.0                delayed            zams               45.2               0.00357            end                end            420217212871951  
69         980728785559175      36.516             0.02               0.0                delayed            zams               9.435              0.02               0.0                delayed            zams               1.35e+03           0.526              end                end            366382057023744  
70         734807188974068      70.190             0.02               0.0                delayed            zams               59.952             0.02               0.0                delayed            zams               5.38e+03           0.214              end                end            504004022659520  
71         921866420858457      29.103             0.02               0.0                delayed            zams               12.701             0.02               0.0                delayed            zams               155                0.703              end                end            755231436645647  
72         341253728274136      27.903             0.02               0.0                delayed            zams               3.152              0.02               0.0                delayed            zams               86.7               0.355              end                end            61932862500689   
73         667033309176514      25.253             0.02               0.0                delayed            zams               6.179              0.02               0.0                delayed            zams               56.2               0.372              end                end            282006968906699  
74         321472643584995      24.984             0.02               0.0                delayed            zams               4.742              0.02               0.0                delayed            zams               46.7               0.552              end                end            895777782493760  
75         741835633102919      28.411             0.02               0.0                delayed            zams               23.513             0.02               0.0                delayed            zams               1.23e+03           0.47               end                end            746869715362645  
